,playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,cap hit
4192,8478851,2022,Alexandre Carrier,NSH,D,5on5,43,37991.0,785.0,10.2,0.52,0.49,0.49,0.48,0.48,0.48,171.0,40.16,2.47,2.61,10.62,1.35,24.22,16.73,2.35,2.47,2.36,2.0,3.0,41.0,17.0,29.0,87.0,6.0,1.0,8.0,1.0,7.0,2.0,21.0,19.0,40.0,57.0,11.0,25.0,0.0,51.0,11.0,11.0,50.0,6.0,2.0,1.22,0.83,0.42,0.0,0.0,1.0,88.22,58.0,59.03,6.0,0.53,1.51,0.55,2.44,2.45,2.35,785.0,66.0,102.0,145.0,472.0,122.0,99.0,78.0,486.0,0.0,0.0,84766.0,25.0,17.0,7.0,53.0,312.0,31.83,30.13,32.18,30.46,304.0,121.0,150.0,575.0,20.0,39.0,8.0,293.0,99.0,33.0,9.46,12.49,9.88,3.0,6.0,11.0,585.59,425.0,433.65,4.61,8.93,8.93,27.52,27.83,27.15,327.83,29.98,29.09,29.99,29.09,331.0,123.0,151.0,605.0,25.0,34.0,6.0,330.0,96.0,28.0,10.37,11.9,7.7,5.0,15.0,5.0,597.41,454.0,448.6,4.65,6.93,6.93,27.7,27.62,27.22,70.76,74.24,1387.0,1507.0,2.77,0.26,59.0,6.0,42.0,6.0,"733,333"
4227,8481014,2022,Alexander Romanov,NYI,D,5on5,63,64079.0,1256.0,15.45,0.46,0.5,0.47,0.5,0.46,0.49,202.0,68.33,2.73,3.92,20.02,2.46,41.66,30.22,2.62,2.8,2.68,8.0,6.0,77.0,24.0,82.0,183.0,16.0,2.0,5.0,0.0,23.0,4.0,37.0,30.0,75.0,99.0,16.0,33.0,0.0,152.0,19.0,45.0,98.0,2.0,1.0,2.03,0.35,0.34,2.0,0.0,0.0,181.94,101.0,101.11,35.0,0.78,0.77,0.71,2.8,2.83,2.78,1256.0,96.0,128.0,194.0,838.0,159.0,207.0,165.0,725.0,0.0,0.0,121854.0,33.0,19.0,8.0,80.0,518.54,45.97,43.99,46.17,44.17,527.0,191.0,266.0,984.0,40.0,59.0,4.0,532.0,138.0,48.0,15.42,17.05,13.5,26.0,10.0,4.0,986.25,718.0,720.89,7.21,11.72,11.42,41.76,41.94,41.13,600.68,53.83,51.74,54.22,52.09,572.0,256.0,291.0,1119.0,39.0,64.0,11.0,614.0,161.0,53.0,17.59,20.53,15.71,12.0,13.0,14.0,1124.26,828.0,831.55,8.27,13.7,13.7,48.4,48.53,47.73,90.36,89.24,1921.0,1930.0,3.97,0.27,90.0,3.0,70.0,3.0,"2,500,000"
4267,8477034,2022,Jaycob Megna,SEA,D,5on5,50,50873.0,1018.0,22.0,0.52,0.52,0.55,0.47,0.54,0.47,161.0,43.77,2.32,2.65,12.13,1.49,27.18,18.23,2.17,2.26,2.12,4.0,5.0,48.0,16.0,37.0,101.0,10.0,1.0,5.0,0.0,14.0,3.0,25.0,16.0,47.0,63.0,8.0,19.0,0.0,71.0,10.0,22.0,57.0,4.0,3.0,1.03,0.58,0.71,1.0,0.0,0.0,99.13,64.0,63.19,16.0,0.53,0.79,0.48,2.37,2.32,2.27,1018.0,105.0,90.0,183.0,640.0,92.0,135.0,125.0,666.0,0.0,0.0,98425.0,19.0,13.0,5.0,52.0,446.38,41.15,39.64,41.14,39.64,457.0,169.0,240.0,866.0,45.0,42.0,9.0,460.0,124.0,42.0,14.77,15.27,11.1,18.0,17.0,10.0,858.16,626.0,621.71,6.42,8.39,8.39,39.18,39.1,38.46,386.31,37.26,35.75,37.61,36.07,388.0,144.0,180.0,712.0,44.0,38.0,6.0,372.0,121.0,39.0,11.64,15.16,10.46,18.0,19.0,7.0,721.36,532.0,536.96,5.66,7.9,7.9,35.02,35.35,34.81,73.19,68.15,1405.0,1585.0,3.67,0.33,69.0,6.0,59.0,5.0,"762,500"
4277,8480865,2022,Noah Dobson,NYI,D,5on5,60,57737.0,1147.0,41.48,0.47,0.49,0.5,0.48,0.49,0.47,236.0,108.41,3.26,5.94,31.3,3.69,67.08,48.73,3.17,3.23,3.14,9.0,3.0,103.0,57.0,84.0,244.0,19.0,7.0,5.0,0.0,31.0,4.0,53.0,60.0,96.0,153.0,4.0,8.0,0.0,49.0,26.0,33.0,155.0,4.0,1.0,2.64,0.41,0.21,6.0,1.0,0.0,243.62,160.0,158.83,24.0,1.18,0.24,0.5,3.95,3.9,3.81,1147.0,141.0,68.0,155.0,783.0,104.0,200.0,170.0,673.0,0.0,0.0,119663.0,8.0,8.0,4.0,79.0,514.15,41.26,39.64,41.13,39.52,521.0,203.0,263.0,987.0,44.0,52.0,3.0,564.0,122.0,38.0,16.17,15.02,10.07,23.0,17.0,4.0,987.79,724.0,723.53,7.09,8.94,9.16,39.19,39.04,38.3,535.89,45.99,44.11,46.36,44.46,538.0,201.0,261.0,1000.0,39.0,58.0,11.0,565.0,126.0,48.0,15.82,15.99,14.18,11.0,16.0,12.0,1007.73,739.0,744.69,7.21,12.98,12.91,40.28,40.52,39.92,86.33,89.03,1741.0,1905.0,4.86,0.11,74.0,4.0,63.0,1.0,"4,000,000"
4282,8477447,2022,Shea Theodore,VGK,D,5on5,41,46083.0,920.0,39.98,0.57,0.53,0.53,0.46,0.53,0.48,81.0,72.58,3.65,4.74,19.21,2.5,44.77,33.12,3.59,3.67,3.61,8.0,12.0,81.0,27.0,59.0,167.0,24.0,4.0,7.0,1.0,26.0,5.0,19.0,47.0,77.0,104.0,4.0,8.0,0.0,10.0,19.0,17.0,99.0,8.0,1.0,2.52,0.9,0.24,3.0,1.0,0.0,169.26,108.0,109.01,11.0,0.95,1.11,0.21,4.4,4.42,4.36,920.0,107.0,152.0,140.0,521.0,116.0,146.0,119.0,539.0,0.0,0.0,79056.0,8.0,12.0,6.0,52.0,410.85,37.15,36.08,38.02,36.92,424.0,141.0,233.0,798.0,43.0,27.0,9.0,408.0,121.0,36.0,12.07,15.18,9.9,17.0,14.0,12.0,816.92,565.0,578.1,5.82,5.63,5.63,37.34,38.13,37.54,355.8,27.55,26.93,27.26,26.66,354.0,140.0,205.0,699.0,26.0,28.0,2.0,375.0,98.0,21.0,9.7,11.82,6.03,8.0,15.0,3.0,689.43,494.0,489.05,4.71,4.9,4.9,27.36,27.16,26.85,58.97,52.25,1166.0,1371.0,2.87,0.1,58.0,5.0,46.0,3.0,"5,200,000"
4287,8479984,2022,Cal Foote,NSH,D,5on5,27,21427.0,431.0,2.77,0.44,0.48,0.48,0.48,0.48,0.48,135.0,20.56,0.94,1.24,5.23,0.7,12.63,9.25,0.93,0.97,0.96,1.0,1.0,20.0,10.0,12.0,42.0,3.0,1.0,1.0,0.0,5.0,1.0,11.0,11.0,19.0,29.0,11.0,28.0,0.0,40.0,7.0,5.0,28.0,2.0,0.0,0.65,0.29,0.0,0.0,1.0,0.0,42.82,30.0,30.74,4.0,0.25,0.03,0.04,1.15,1.19,1.18,431.0,33.0,35.0,69.0,294.0,59.0,76.0,43.0,253.0,0.0,0.0,55164.0,28.0,16.0,5.0,22.0,168.27,14.79,14.47,15.19,14.87,161.0,75.0,81.0,317.0,14.0,9.0,3.0,170.0,54.0,12.0,4.96,6.48,3.35,4.0,7.0,3.0,326.04,236.0,242.23,2.34,1.75,1.75,15.38,15.81,15.64,188.14,18.63,17.71,18.34,17.42,183.0,77.0,86.0,346.0,10.0,21.0,1.0,183.0,57.0,20.0,5.46,7.34,5.83,3.0,4.0,3.0,338.68,260.0,256.08,2.79,4.49,4.49,16.93,16.64,16.42,41.92,46.14,844.0,919.0,1.41,0.26,28.0,4.0,22.0,3.0,"850,000"
4292,8477810,2022,Joel Hanley,DAL,D,5on5,16,10648.0,256.0,1.72,0.54,0.54,0.51,0.53,0.51,0.52,93.0,10.86,0.45,0.64,3.01,0.35,6.7,4.85,0.45,0.45,0.45,0.0,0.0,9.0,7.0,7.0,23.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,10.0,9.0,16.0,6.0,15.0,0.0,14.0,3.0,5.0,15.0,1.0,0.0,0.35,0.1,0.0,0.0,0.0,0.0,24.0,16.0,16.27,3.0,0.13,0.03,0.0,0.58,0.58,0.58,256.0,22.0,17.0,40.0,177.0,35.0,33.0,16.0,172.0,0.0,0.0,36693.0,15.0,7.0,2.0,21.0,77.48,6.17,6.09,6.28,6.2,76.0,33.0,40.0,149.0,6.0,6.0,0.0,86.0,17.0,6.0,2.57,2.14,1.47,2.0,3.0,1.0,153.02,109.0,110.86,1.03,0.87,0.87,6.33,6.47,6.41,73.08,5.24,5.11,5.25,5.11,68.0,35.0,43.0,146.0,3.0,6.0,1.0,82.0,19.0,2.0,2.43,2.27,0.54,1.0,1.0,1.0,142.81,103.0,101.85,1.0,0.89,0.89,5.36,5.32,5.27,28.98,24.46,610.0,540.0,1.25,0.01,23.0,1.0,18.0,1.0,"750,000"
4302,8476879,2022,Cody Ceci,EDM,D,5on5,62,61136.0,1170.0,13.75,0.51,0.56,0.5,0.53,0.49,0.52,193.0,62.54,3.19,3.44,16.69,2.04,36.04,27.6,3.0,3.15,2.97,3.0,4.0,62.0,27.0,53.0,142.0,8.0,1.0,5.0,0.0,18.0,1.0,39.0,25.0,61.0,88.0,10.0,20.0,0.0,95.0,12.0,26.0,77.0,11.0,1.0,1.47,1.41,0.31,1.0,0.0,0.0,140.3,89.0,88.56,22.0,0.69,1.2,0.61,3.28,3.27,3.16,1170.0,122.0,143.0,240.0,665.0,177.0,133.0,177.0,683.0,0.0,0.0,118897.0,20.0,6.0,3.0,64.0,507.52,46.07,44.46,46.54,44.93,495.0,199.0,241.0,935.0,43.0,40.0,5.0,494.0,161.0,39.0,15.47,20.4,10.2,19.0,19.0,5.0,944.35,694.0,701.79,7.22,8.19,7.89,45.4,45.82,44.93,531.9,44.8,43.79,44.86,43.85,529.0,201.0,223.0,953.0,46.0,38.0,7.0,546.0,150.0,34.0,16.54,17.82,10.42,19.0,15.0,12.0,946.73,730.0,727.69,7.25,7.96,8.16,43.89,43.86,43.3,96.81,76.81,1942.0,1712.0,5.55,0.17,91.0,10.0,72.0,8.0,"3,250,000"
4307,8480172,2022,Jan Rutta,PIT,D,5on5,46,40789.0,904.0,9.9,0.48,0.54,0.49,0.51,0.49,0.51,199.0,51.93,1.77,2.86,15.54,1.88,32.02,22.93,1.72,1.79,1.73,0.0,4.0,55.0,22.0,39.0,116.0,7.0,3.0,3.0,0.0,9.0,1.0,24.0,37.0,52.0,74.0,12.0,24.0,0.0,57.0,10.0,17.0,75.0,1.0,1.0,1.37,0.1,0.29,3.0,0.0,0.0,116.79,77.0,77.32,15.0,0.57,0.43,0.39,1.94,1.95,1.9,904.0,75.0,103.0,132.0,594.0,143.0,86.0,103.0,572.0,0.0,0.0,92253.0,24.0,10.0,5.0,43.0,334.0,28.96,27.88,29.42,28.32,334.0,130.0,158.0,622.0,25.0,33.0,6.0,342.0,96.0,26.0,9.71,12.17,7.07,10.0,9.0,6.0,630.68,464.0,469.53,4.82,6.34,6.68,27.1,27.45,26.92,347.49,31.04,29.66,30.97,29.61,352.0,131.0,160.0,643.0,27.0,31.0,6.0,358.0,95.0,30.0,10.89,10.95,9.2,8.0,14.0,5.0,640.05,483.0,481.12,4.76,8.16,8.16,27.64,27.52,27.09,76.22,66.15,1537.0,1496.0,3.09,0.18,73.0,3.0,56.0,1.0,"2,750,000"
4332,8475690,2022,Chris Tanev,CGY,D,5on5,52,50952.0,1278.0,33.55,0.59,0.53,0.61,0.55,0.61,0.55,178.0,43.41,1.06,2.06,11.87,1.33,25.76,19.92,1.06,1.08,1.08,4.0,5.0,44.0,18.0,49.0,111.0,10.0,1.0,5.0,0.0,10.0,0.0,19.0,27.0,43.0,61.0,7.0,15.0,0.0,31.0,15.0,25.0,61.0,1.0,0.0,0.98,0.08,0.0,1.0,0.0,0.0,113.48,62.0,63.34,18.0,0.41,1.31,0.0,1.47,1.5,1.49,1278.0,112.0,115.0,214.0,837.0,137.0,96.0,150.0,895.0,0.0,0.0,99409.0,15.0,13.0,5.0,58.0,498.0,41.28,39.91,41.62,40.25,481.0,214.0,246.0,941.0,32.0,36.0,6.0,549.0,109.0,37.0,16.99,13.78,10.5,14.0,13.0,5.0,955.39,695.0,704.02,6.71,7.88,8.03,39.97,40.27,39.57,325.18,28.12,27.07,28.01,26.97,310.0,138.0,161.0,609.0,32.0,26.0,2.0,341.0,84.0,23.0,10.31,10.71,7.09,17.0,11.0,4.0,607.27,448.0,446.05,4.3,5.54,5.54,26.87,26.85,26.39,76.58,68.67,1760.0,1416.0,5.14,0.05,119.0,5.0,101.0,2.0,"4,500,000"
4347,8477845,2022,Trevor van Riemsdyk,WSH,D,5on5,63,59113.0,1234.0,27.77,0.52,0.51,0.51,0.51,0.51,0.51,263.0,64.77,2.95,3.56,17.59,2.11,36.23,27.56,2.71,2.96,2.73,4.0,5.0,64.0,26.0,47.0,137.0,15.0,6.0,2.0,0.0,13.0,3.0,30.0,36.0,58.0,84.0,6.0,15.0,0.0,18.0,19.0,28.0,82.0,4.0,4.0,1.38,0.5,1.08,4.0,0.0,2.0,137.04,90.0,89.31,23.0,0.72,0.16,0.65,3.02,3.07,3.0,1234.0,173.0,129.0,205.0,727.0,153.0,173.0,154.0,754.0,0.0,0.0,126514.0,15.0,17.0,7.0,95.0,504.52,46.05,44.03,46.0,44.02,485.0,208.0,256.0,949.0,45.0,47.0,5.0,489.0,163.0,41.0,14.5,20.45,11.1,11.0,23.0,11.0,948.25,693.0,691.83,7.04,8.9,9.48,43.62,43.69,42.77,487.16,42.21,41.02,42.21,41.04,470.0,204.0,229.0,903.0,39.0,38.0,4.0,499.0,135.0,40.0,14.52,16.32,11.37,19.0,15.0,5.0,909.6,674.0,677.03,6.51,7.72,7.72,41.0,41.1,40.59,93.8,89.42,2063.0,1991.0,4.61,0.48,101.0,15.0,77.0,10.0,"950,000"
4352,8476473,2022,Connor Murphy,CHI,D,5on5,61,61979.0,1287.0,-1.47,0.41,0.42,0.41,0.44,0.42,0.44,186.0,51.94,2.08,3.02,15.04,1.9,31.24,22.71,2.04,2.06,2.02,2.0,1.0,54.0,22.0,47.0,123.0,6.0,3.0,6.0,1.0,17.0,2.0,18.0,30.0,51.0,73.0,21.0,54.0,0.0,116.0,22.0,26.0,73.0,2.0,1.0,1.38,0.3,0.39,2.0,1.0,0.0,119.23,76.0,74.02,22.0,0.6,0.65,0.3,2.37,2.33,2.31,1287.0,49.0,163.0,216.0,859.0,183.0,164.0,168.0,772.0,0.0,0.0,121458.0,54.0,40.0,14.0,96.0,400.38,34.02,33.32,33.7,33.0,389.0,164.0,199.0,752.0,35.0,36.0,5.0,410.0,112.0,31.0,10.91,14.61,8.5,14.0,11.0,10.0,735.77,553.0,544.81,5.4,6.89,6.89,32.52,32.18,31.91,560.25,48.5,46.88,49.7,48.06,569.0,200.0,304.0,1073.0,47.0,46.0,8.0,576.0,139.0,54.0,16.76,16.34,15.4,17.0,19.0,11.0,1110.22,769.0,791.43,7.8,10.67,10.71,45.6,46.79,45.97,74.07,103.44,1611.0,2039.0,4.95,0.14,102.0,6.0,76.0,4.0,"4,400,000"
4377,8478452,2022,Caleb Jones,CHI,D,5on5,59,57935.0,1120.0,5.17,0.42,0.42,0.44,0.43,0.45,0.43,224.0,61.18,2.56,3.32,16.86,2.08,35.02,28.15,2.5,2.51,2.44,3.0,3.0,65.0,23.0,42.0,130.0,7.0,1.0,7.0,0.0,14.0,1.0,31.0,34.0,64.0,87.0,11.0,22.0,0.0,90.0,31.0,38.0,82.0,5.0,1.0,1.7,0.67,0.2,0.0,1.0,0.0,124.97,88.0,85.08,34.0,0.67,2.08,0.48,2.75,2.67,2.62,1120.0,102.0,103.0,178.0,737.0,107.0,179.0,156.0,678.0,0.0,0.0,119573.0,22.0,6.0,3.0,81.0,411.14,34.86,34.08,34.23,33.47,418.0,151.0,198.0,767.0,30.0,29.0,5.0,440.0,91.0,38.0,12.06,11.66,11.14,13.0,8.0,9.0,743.26,569.0,554.07,5.55,7.45,7.45,32.96,32.35,31.85,516.45,47.88,46.51,48.94,47.53,497.0,212.0,248.0,957.0,54.0,50.0,11.0,499.0,156.0,54.0,14.62,19.21,14.05,24.0,13.0,17.0,989.22,709.0,728.75,7.35,9.23,9.27,45.96,46.93,46.28,70.9,99.09,1538.0,2047.0,2.58,0.45,64.0,12.0,50.0,10.0,"1,350,000"
4387,8475462,2022,Radko Gudas,FLA,D,5on5,53,46275.0,983.0,25.28,0.59,0.53,0.56,0.54,0.56,0.53,214.0,77.54,2.78,4.27,21.88,2.78,47.33,35.96,2.64,2.81,2.67,5.0,4.0,73.0,42.0,56.0,171.0,11.0,2.0,11.0,0.0,18.0,7.0,39.0,38.0,71.0,113.0,26.0,55.0,0.0,186.0,14.0,25.0,110.0,3.0,2.0,1.94,0.36,0.48,2.0,0.0,0.0,174.86,115.0,116.96,17.0,0.84,2.33,0.69,2.93,2.99,2.89,983.0,105.0,89.0,177.0,612.0,193.0,132.0,120.0,538.0,0.0,0.0,102095.0,55.0,25.0,11.0,61.0,460.95,39.69,38.19,39.9,38.44,451.0,189.0,204.0,844.0,33.0,38.0,5.0,479.0,114.0,47.0,13.52,13.62,12.54,13.0,15.0,5.0,858.69,640.0,648.83,6.36,7.97,8.41,37.64,38.07,37.42,361.07,28.14,27.27,27.8,26.95,367.0,132.0,176.0,675.0,26.0,30.0,5.0,389.0,86.0,24.0,10.96,10.7,6.48,11.0,7.0,8.0,663.99,499.0,492.65,4.9,5.05,5.05,28.0,27.71,27.36,91.5,80.65,1839.0,1568.0,2.21,0.07,60.0,3.0,50.0,3.0,"2,500,000"
4402,8482105,2022,Jake Sanderson,OTT,D,5on5,56,51040.0,1112.0,30.13,0.5,0.52,0.52,0.52,0.52,0.52,205.0,62.61,2.67,3.87,16.81,2.35,37.94,27.36,2.59,2.71,2.62,5.0,3.0,61.0,30.0,49.0,140.0,10.0,2.0,6.0,1.0,10.0,5.0,36.0,32.0,59.0,89.0,3.0,6.0,0.0,23.0,15.0,25.0,84.0,6.0,1.0,1.8,0.64,0.23,2.0,0.0,0.0,140.88,91.0,91.32,21.0,0.78,0.94,0.44,3.01,3.04,2.96,1112.0,92.0,121.0,192.0,707.0,138.0,116.0,125.0,733.0,0.0,0.0,105350.0,6.0,24.0,10.0,58.0,477.23,41.66,40.12,41.53,40.01,480.0,182.0,239.0,901.0,35.0,45.0,1.0,477.0,146.0,39.0,13.97,17.67,10.01,11.0,19.0,5.0,897.91,662.0,659.09,6.55,8.12,8.02,40.18,40.08,39.33,446.84,41.0,39.29,41.46,39.76,448.0,165.0,213.0,826.0,37.0,52.0,12.0,454.0,109.0,50.0,13.35,13.11,14.53,12.0,14.0,11.0,834.45,613.0,618.83,6.14,10.83,10.83,36.23,36.59,35.9,85.37,77.78,1727.0,1610.0,3.99,0.16,96.0,9.0,73.0,8.0,"925,000"
